iter	Logloss
186	0.29122896
187	0.2911766193
188	0.290719554
189	0.2906714855
190	0.2906202053
191	0.2905691922
192	0.2904500465
193	0.2903752891
194	0.290324795
195	0.2902748868
196	0.2894020819
197	0.2893382588
198	0.2886010134
199	0.2885512602
200	0.2881578628
201	0.2881090984
202	0.2880616973
203	0.2880133602
204	0.2878934519
205	0.2878155243
206	0.2877676528
207	0.28733124
208	0.2872853843
209	0.2868619235
210	0.2868141278
211	0.2867697253
212	0.2867250744
213	0.286680249
214	0.2862706972
215	0.2858262295
216	0.2857567779
217	0.2857118386
218	0.2854563686
219	0.2854106793
220	0.2853657437
221	0.2853223174
222	0.2852789761
223	0.2851935101
224	0.284868373
225	0.2848260611
226	0.2847537718
227	0.2847127532
228	0.2846702382
229	0.2843230647
230	0.2842557621
231	0.2840251173
232	0.283797555
233	0.2837558103
234	0.2837152217
235	0.2835440611
236	0.2835035176
237	0.2833222499
238	0.2832801295
239	0.2832197673
240	0.2831800827
241	0.2831034975
242	0.2830639037
243	0.2830248697
244	0.2829369404
245	0.2828974194
246	0.2828589587
247	0.2828209667
248	0.282783366
249	0.2827469342
250	0.2825491221
251	0.2825114703
252	0.2821345017
253	0.2817270727
254	0.2813884958
255	0.2813313819
256	0.2812942668
257	0.2812087867
258	0.2806281758
259	0.2805961521
260	0.2805365968
261	0.280500297
262	0.2804645116
263	0.280429193
264	0.2803938395
265	0.2799154312
266	0.2798819412
267	0.279828419
268	0.2797932914
269	0.2793204574
270	0.2792423668
271	0.279206948
272	0.2788320923
273	0.2786088732
274	0.2785735238
275	0.2785395207
276	0.2785058646
277	0.2779223045
278	0.2778879415
279	0.2776416587
280	0.277608058
281	0.2770864925
282	0.2770415036
283	0.2766915971
284	0.2766581183
285	0.2766247707
286	0.2765678266
287	0.2765357623
288	0.2765040423
289	0.2764722399
290	0.2760882651
291	0.2760567806
292	0.2760252028
293	0.2759940321
294	0.2755720967
295	0.2754732656
296	0.2754424159
297	0.2750878572
298	0.2748899212
299	0.2748213964
300	0.2747517726
301	0.2747214541
302	0.2746910726
303	0.2746615272
304	0.2746316507
305	0.2745797675
306	0.2745505474
307	0.2741908673
308	0.2738959799
309	0.2737643383
310	0.2737345984
311	0.2736803235
312	0.2733540926
313	0.2733247719
314	0.273280624
315	0.2732523039
316	0.2732240362
317	0.2731805555
318	0.2731529637
319	0.273125049
320	0.2730969782
321	0.2730696949
322	0.2728342014
323	0.2726176401
324	0.272510905
325	0.2724838761
326	0.2724562476
327	0.27194812
328	0.2712239104
329	0.2710025546
330	0.2709757782
331	0.2709095668
332	0.2707499096
333	0.27065031
334	0.2703633442
335	0.2703366272
336	0.2701700821
337	0.2699953433
338	0.2698157478
339	0.2697893262
340	0.2697478809
341	0.2696962496
342	0.2696700654
343	0.2696441832
344	0.2696185848
345	0.2695649793
346	0.2695400877
347	0.2691196616
348	0.2690935929
349	0.2690689416
350	0.2690438092
351	0.2690191581
352	0.2689943171
353	0.2689704947
354	0.2689463777
355	0.2689088375
356	0.2688429376
357	0.268232775
358	0.2682085877
359	0.2677803095
360	0.2677561557
361	0.2677016423
362	0.2676563678
363	0.2674054275
364	0.2673820344
365	0.2673590473
366	0.2673358866
367	0.2672738021
368	0.2668935578
369	0.2668584512
370	0.2668354646
371	0.2667865847
372	0.2667639943
373	0.2667276166
374	0.2667048021
375	0.2666826562
376	0.2663101737
377	0.2659238701
378	0.2659009247
379	0.2655795259
380	0.2655574962
381	0.2655352693
382	0.2655130054
383	0.2654911747
384	0.2649555003
385	0.2649343613
386	0.264667402
387	0.2643747744
388	0.2643523257
389	0.2641642023
390	0.2641108035
391	0.2640720471
392	0.2640504663
393	0.2640292099
394	0.263921417
395	0.2639006667
396	0.2636920398
397	0.2634817339
398	0.2634608285
399	0.2634174068
400	0.2633971598
401	0.2633645571
402	0.2632174554
403	0.2629367612
404	0.2629159866
405	0.2628954606
406	0.2628754933
407	0.2627154183
408	0.2625991506
409	0.2625788718
410	0.2625464036
411	0.2625269437
412	0.2624743686
413	0.2624549292
414	0.2624350279
415	0.2624158265
416	0.2620484371
417	0.2620292494
418	0.2620098742
419	0.2617565847
420	0.2615733253
421	0.2615541859
422	0.2612481271
423	0.2611922329
424	0.261023712
425	0.2609415068
426	0.260910981
427	0.2608602772
428	0.2604350025
429	0.2604156021
430	0.2602206213
431	0.2602021662
432	0.2601839112
433	0.2601656953
434	0.2599887104
435	0.2598866304
436	0.2596668453
437	0.2596480027
438	0.2596305885
439	0.2596125716
440	0.2592961012
441	0.2592656125
442	0.2592483877
443	0.2590440067
444	0.2589345692
445	0.2588702125
446	0.2588526693
447	0.258553615
448	0.2584588641
449	0.2584408518
450	0.2584237832
451	0.2584065086
452	0.2583895362
453	0.2583724179
454	0.2583438557
455	0.2583027153
456	0.2580525391
457	0.2580237688
458	0.2579590611
459	0.2579422699
460	0.2578054182
461	0.2577877267
462	0.25765846
463	0.2576420365
464	0.2576255851
465	0.2575393161
466	0.257279432
467	0.2572617753
468	0.257245864
469	0.2570556094
470	0.2570263732
471	0.2570104003
472	0.256899798
473	0.2568678837
474	0.2568315045
475	0.256788574
476	0.2567223056
477	0.2566645159
478	0.2566485995
479	0.256619793
480	0.2563905381
481	0.256359943
482	0.2563440269
483	0.2562314803
484	0.2562152833
485	0.2561325378
486	0.2561170968
487	0.2561020691
488	0.2559105369
489	0.2556563628
490	0.2555690059
491	0.2555531436
492	0.2554195162
493	0.255122901
494	0.2551060714
495	0.2550909229
496	0.2550750611
497	0.2550602577
498	0.2550454588
499	0.2550309619
500	0.2550161397
501	0.2550010516
502	0.2547800775
503	0.254754418
504	0.2547402769
505	0.2546522255
506	0.254355187
507	0.2543362264
508	0.2543125269
509	0.2540757904
510	0.2539064161
511	0.2538913004
512	0.2538464174
513	0.2537948594
514	0.2537649748
515	0.2537508068
516	0.2537363969
517	0.2535788173
518	0.2535647067
519	0.2533535515
520	0.2533372263
521	0.2533232871
522	0.2531709204
523	0.2531573341
524	0.2531439673
525	0.2530659001
526	0.253052341
527	0.2530389909
528	0.2530119952
529	0.2529986732
530	0.2529848022
531	0.2529718506
532	0.2529318781
533	0.252918014
534	0.2528125177
535	0.252713108
536	0.2526587706
537	0.252403879
538	0.2523244442
539	0.2522997103
540	0.2522863406
541	0.252174954
542	0.2521618803
543	0.2520876507
544	0.2520749805
545	0.2519974916
546	0.2519651692
547	0.2519527423
548	0.2519402179
549	0.2518120782
550	0.2517998346
551	0.2517649745
552	0.2517524091
553	0.2515384937
554	0.2515258582
555	0.2515045095
556	0.2514925931
557	0.251449865
558	0.2513378091
559	0.2513162656
560	0.2512149255
561	0.2511942173
562	0.2511819851
563	0.2508623529
564	0.2505955532
565	0.2505820526
566	0.250553313
567	0.2505292759
568	0.2503262525
569	0.2503139826
570	0.2501207493
571	0.2501028341
572	0.2500904952
573	0.2499526404
574	0.2499403451
575	0.2499045253
576	0.2497529812
577	0.2497404623
578	0.2497289238
579	0.2497172837
580	0.2496782049
581	0.2493232737
582	0.2493028327
583	0.2492907147
584	0.2492791839
585	0.2490742751
586	0.2490621719
587	0.2490509886
588	0.2490396987
589	0.2490279683
590	0.2487602582
591	0.2487351791
592	0.2487126835
593	0.2486651103
594	0.2486540322
595	0.2485746805
596	0.2485637361
597	0.2481496708
598	0.2481387327
599	0.2479803286
600	0.2479514172
601	0.247940028
602	0.2478963327
603	0.2477546729
604	0.2477028276
605	0.2476919556
606	0.2476815867
607	0.247670683
608	0.2476262798
609	0.2476067109
610	0.2474378103
611	0.2474271576
612	0.247237002
613	0.2472261212
614	0.2472157534
615	0.2471266632
616	0.2471024499
617	0.2469801748
618	0.2469626296
619	0.2469519633
620	0.2468904693
621	0.2468039095
622	0.2467859933
623	0.2467756206
624	0.2467653094
625	0.2467552924
626	0.2467330072
627	0.2467228365
628	0.2465231068
629	0.2463663818
630	0.2463118182
631	0.2463014599
632	0.2461357307
633	0.2461259409
634	0.2460465491
635	0.2460245287
636	0.2459396781
637	0.2457387823
638	0.2457282466
639	0.2457184431
640	0.2456466678
641	0.245636489
642	0.2456266199
643	0.2456082892
644	0.2455988023
645	0.2454835203
646	0.2452268625
647	0.2452165991
648	0.2452010256
649	0.2450899282
650	0.2448985507
651	0.2446185349
652	0.2445614635
653	0.2443777092
654	0.2443430233
655	0.2443329104
656	0.2443233149
657	0.2443133174
658	0.2443037423
659	0.2442938642
660	0.2442795532
661	0.2442701277
662	0.2442606755
663	0.2442513382
664	0.2442420667
665	0.244176395
666	0.2441511667
667	0.2440652055
668	0.244048485
669	0.2439480186
670	0.2439387187
671	0.243929337
672	0.2437940376
673	0.2437845248
674	0.2437545656
675	0.243520205
676	0.2435113383
677	0.2433805481
678	0.2432820891
679	0.2432620223
680	0.2432530974
681	0.2432437545
682	0.2432349736
683	0.2429953122
684	0.2429742338
685	0.2428491058
686	0.2428405773
687	0.2428254266
688	0.2426819206
689	0.2426702187
690	0.2426617815
691	0.2426529893
692	0.2426440647
693	0.242635967
694	0.2426152246
695	0.2425973058
696	0.2425886143
697	0.2425663618
698	0.2425444799
699	0.2425255794
700	0.2425174118
701	0.2423852957
702	0.2423768915
703	0.242367969
704	0.2422926542
705	0.2422639028
706	0.2420547132
707	0.2420426569
708	0.2419706733
709	0.2419627065
710	0.2418100766
711	0.2417927205
712	0.2416678789
713	0.2416545908
714	0.241493798
715	0.2414828401
716	0.2414744256
717	0.2413399988
718	0.2413315298
719	0.2410846804
720	0.2410768131
721	0.2410587779
722	0.2410141233
723	0.2410061144
724	0.2409878326
725	0.2407867295
726	0.2407754989
727	0.240721075
728	0.2406988994
729	0.240690768
730	0.2406825837
731	0.2406750401
732	0.2406670705
733	0.2404607019
734	0.2404515021
735	0.2404432719
736	0.2404274804
737	0.2404198023
738	0.2401847972
739	0.2401289886
740	0.24011326
741	0.2400963977
742	0.2400637783
743	0.2399916634
744	0.2399771104
745	0.2399694687
746	0.2398713617
747	0.2398637676
748	0.2397629844
749	0.2397186083
750	0.2397111523
751	0.2397036399
752	0.2396111874
753	0.2396033149
754	0.2395958035
755	0.2395723521
756	0.2395648846
757	0.2395578421
758	0.2395503466
759	0.2393571197
760	0.2393492599
761	0.23934289
762	0.2392848539
763	0.2392718646
764	0.239258583
765	0.2392515474
766	0.2392100839
767	0.2391970662
768	0.2391902262
769	0.2391832685
770	0.2391712086
771	0.2391637657
772	0.239156868
773	0.239149839
774	0.2391429369
775	0.2390639496
776	0.2390467259
777	0.239039897
778	0.2390326488
779	0.2390259096
780	0.2390190727
781	0.2390021639
782	0.2389173937
783	0.2388866073
784	0.2387792656
785	0.2387336898
786	0.2387205956
787	0.2386692192
788	0.238662465
789	0.2385985509
790	0.2385820441
791	0.2385589986
792	0.2385090508
793	0.2384976663
794	0.2384911816
795	0.2384091322
796	0.2383992546
797	0.2382586789
798	0.2382274103
799	0.2382207704
800	0.2380428537
801	0.2380285122
802	0.2380221679
803	0.2380115788
804	0.2380051972
805	0.2378322971
806	0.23767778
807	0.2376589972
808	0.2376412458
809	0.2376345001
810	0.2376198309
811	0.2376134807
812	0.2375987811
813	0.2375652482
814	0.2374633339
815	0.237369468
816	0.2373624485
817	0.2373562645
818	0.2373499924
819	0.2373383001
820	0.2373319925
821	0.2373257349
822	0.237306163
823	0.2371060813
824	0.2370980726
825	0.2370921385
826	0.2369199639
827	0.2368945816
828	0.2368880956
829	0.2368416201
830	0.2368355129
831	0.2366808783
832	0.2366746152
833	0.2366685539
834	0.2365924199
835	0.236586053
836	0.2365802612
837	0.2365695062
838	0.2365631778
839	0.2365266857
840	0.2364936933
841	0.2363350988
842	0.2362770813
843	0.2361484479
844	0.2361418826
845	0.2361357979
846	0.2360806225
847	0.2360681445
848	0.2360622802
849	0.236017404
850	0.2360112746
851	0.2360055581
852	0.2359812137
853	0.2359651425
854	0.2359593114
855	0.2358666258
856	0.2358553519
857	0.2358491986
858	0.2358436812
859	0.2358378502
860	0.235785042
861	0.2357790031
862	0.2356447757
863	0.2356382544
864	0.2356327668
865	0.2356199502
866	0.2356141098
867	0.2356081267
868	0.2356025114
869	0.2355539447
870	0.2355480238
871	0.2354800171
872	0.2353288544
873	0.235323031
874	0.235312681
875	0.2352958728
876	0.2352906784
877	0.2351546387
878	0.2351423789
879	0.2351366451
880	0.2351310411
881	0.2350707881
882	0.2349848805
883	0.2347375452
884	0.234730977
885	0.2345282672
886	0.2345207757
887	0.2345101657
888	0.2345048522
889	0.2344922963
890	0.2344493902
891	0.2344393608
892	0.2344074708
893	0.2344010311
894	0.2343898539
895	0.2343755037
896	0.2343702082
897	0.2343419753
898	0.234332121
899	0.2342986006
900	0.234214724
901	0.2340949708
902	0.2337980984
903	0.2337924024
904	0.2337870652
905	0.233751614
906	0.2337280615
907	0.2337145564
908	0.233703841
909	0.2336990663
910	0.2336934507
911	0.2335962007
912	0.2334354082
913	0.2334290125
914	0.2334155476
915	0.2332854508
916	0.2332798569
917	0.2332745256
918	0.2332689128
919	0.2331551057
920	0.2331489182
921	0.2331259633
922	0.2331136778
923	0.2331084436
924	0.2330121366
925	0.2330016948
926	0.232997002
927	0.2329914476
928	0.2329860896
929	0.2329813793
930	0.2329737841
931	0.2329685528
932	0.2329146536
933	0.2329096621
934	0.2329052412
935	0.2328996152
936	0.2328945155
937	0.2328898716
938	0.2328848144
939	0.23282202
940	0.2328064843
941	0.2328018621
942	0.2326796852
943	0.2326744119
944	0.2326700189
945	0.2326436699
946	0.2326382668
947	0.2325954165
948	0.232589559
949	0.2325799512
950	0.2325751809
951	0.2325069063
952	0.2325016759
953	0.2324487312
954	0.2323680811
955	0.2323577231
956	0.2322953659
957	0.2322906212
958	0.2322347982
959	0.2322296207
960	0.2322142175
961	0.2321244048
962	0.232115065
963	0.2321097934
964	0.2321051932
965	0.2321010663
966	0.2320916434
967	0.2320864274
968	0.2320822356
969	0.2320511829
970	0.2320464231
971	0.2320298594
972	0.2320252682
973	0.2320209066
974	0.2320114051
975	0.2319856443
976	0.2319758382
977	0.231971433
978	0.2319671085
979	0.2319618503
980	0.2319492124
981	0.2319365474
982	0.2319170877
983	0.231902307
984	0.2318976329
985	0.2318935148
986	0.2317673858
987	0.2316887391
988	0.2316811577
989	0.2316768347
990	0.2316096025
991	0.2314668626
992	0.2314624696
993	0.2314580075
994	0.2314399132
995	0.2314313885
996	0.2314265962
997	0.2314213901
998	0.23127965
999	0.2312746729
